post_id,platform,post_type,day_of_week,post_hour,hashtag_count,caption_length,followers_count,is_paid_promotion,ad_spend_usd,video_duration_sec,impressions,likes,comments,shares,total_engagements,engagement_rate_pct
1273,LinkedIn,Video,Monday,9,4,259.0,22820,0,0.0,81,2525,18,1,1,20,0.98
1274,Instagram,Text,Tuesday,15,9,27.0,16598,1,88.33,0,5426,61,7,7,75,1.6
1275,Facebook,Carousel,Wednesday,9,4,250.0,31285,0,0.0,0,14956,120,27,37,184,1.27
1276,Instagram,Reel/Short,Monday,17,8,91.0,4204,1,16.75,54,1939,41,5,7,53,3.43
1277,Instagram,Reel/Short,Friday,16,13,223.0,9187,0,0.0,82,5064,110,10,22,142,3.04
1278,TikTok,Carousel,Wednesday,20,7,31.0,10422,0,,0,6087,98,21,16,135,2.4
1279,Instagram,Carousel,Saturday,12,13,294.0,22053,1,36.44,0,7783,119,13,25,157,2.16
1280,Facebook,Reel/Short,Wednesday,0,11,293.0,5582,0,0.0,113,2408,29,4,5,38,1.74
1281,Twitter/X,Video,Friday,0,14,227.0,36578,1,107.13,92,25227,258,26,89,373,1.42
1282,LinkedIn,Video,Thursday,14,9,182.0,49269,1,207.7,19,13508,139,24,27,190,1.71
1283,Twitter/X,Image,Friday,0,13,152.0,4501,0,0.0,0,1449,8,1,2,11,0.92
1284,Instagram,Reel/Short,Friday,5,3,231.0,7785,0,0.0,27,8019,127,25,38,190,2.14
1285,Facebook,Reel/Short,Thursday,12,3,190.0,7441,0,0.0,157,6215,103,15,28,146,2.6
1286,Twitter/X,Image,Thursday,0,9,298.0,241741,1,26.2,0,135513,1195,177,267,1639,1.21
1287,Instagram,Carousel,Thursday,4,4,45.0,8325,0,0.0,0,8353,98,20,22,140,1.66
1288,Facebook,Video,Thursday,8,12,195.0,84574,0,0.0,14,56742,704,131,132,967,1.56
1289,Instagram,Image,Thursday,16,12,83.0,3316,0,0.0,0,3293,67,5,18,90,2.67
1290,Instagram,Reel/Short,Friday,15,2,209.0,4497,0,0.0,117,2339,42,8,3,53,2.67
1291,Facebook,Image,Tuesday,7,14,282.0,6277,1,31.46,0,2884,32,4,10,46,1.58
1292,Instagram,Image,Tuesday,16,7,276.0,5269,0,0.0,0,4940,47,8,12,67,1.55
1293,Twitter/X,Carousel,Monday,14,6,36.0,9949,0,0.0,0,4396,43,5,14,62,1.47
1294,LinkedIn,Text,Tuesday,23,4,146.0,6126,1,15.01,0,1785,11,1,0,12,0.85
1295,TikTok,Image,Saturday,0,9,255.0,5424,0,0.0,0,1814,26,2,8,36,2.03
1296,Instagram,Carousel,Tuesday,11,2,298.0,47777,0,0.0,0,28979,278,42,29,349,1.38
1297,Instagram,Carousel,Friday,4,14,102.0,51337,0,0.0,0,57344,829,136,253,1218,2.28
1298,Instagram,Image,Thursday,23,4,140.0,37957,0,0.0,0,18973,321,29,56,406,2.23
1299,Twitter/X,Image,Thursday,5,2,281.0,23775,0,0.0,0,10889,69,11,19,99,0.98
1300,LinkedIn,Carousel,Sunday,0,9,47.0,14794,1,41.39,0,1701,11,2,2,15,0.9
1301,Instagram,Image,Sunday,0,4,124.0,7733,1,119.06,0,6565,114,19,13,146,2.42
1302,TikTok,Reel/Short,Sunday,9,0,224.0,4682,1,74.49,67,8283,230,33,52,315,4.12
1303,Instagram,Reel/Short,Friday,9,5,50.0,19916,1,54.58,5,14013,220,51,38,309,2.59
1304,Twitter/X,Reel/Short,Saturday,2,9,240.0,3673,0,0.0,13,610,7,1,1,9,1.96
1305,LinkedIn,Image,Tuesday,16,3,52.0,4476,0,0.0,0,420,3,0,0,3,1.11
1306,TikTok,Reel/Short,Friday,18,3,202.0,47486,0,0.0,96,91882,2754,377,238,3369,3.93
1307,LinkedIn,Video,Monday,10,7,,108089,1,74.94,94,49358,440,41,94,575,1.25
1308,TikTok,Video,Thursday,17,1,35.0,20591,1,78.26,120,7672,183,33,45,261,3.44
1309,Facebook,Image,Sunday,1,3,165.0,45120,0,0.0,0,7107,52,10,7,69,1.02
1310,TikTok,Image,Wednesday,8,14,,10194,0,0.0,0,10371,127,15,44,186,1.77
1311,Instagram,Carousel,Monday,23,1,12.0,3067,0,0.0,0,2938,38,4,8,50,1.8
1312,TikTok,Video,Sunday,16,0,56.0,26196,0,0.0,134,11221,174,24,22,220,2.34
1313,Twitter/X,Image,Saturday,13,9,49.0,24989,1,9.38,0,8400,79,8,7,94,1.24
1314,TikTok,Carousel,Monday,3,12,297.0,14455,0,0.0,0,15777,436,76,93,605,3.73
1315,Facebook,Image,Friday,16,12,42.0,10233,1,296.98,0,4175,77,13,14,104,2.79
1316,Twitter/X,Carousel,Tuesday,16,2,235.0,38500,0,0.0,0,23878,184,13,21,218,1.01
1317,Twitter/X,Video,Thursday,11,11,,4517,1,197.25,16,1799,24,4,1,29,1.92
1318,LinkedIn,Reel/Short,Saturday,19,7,72.0,5703,1,28.98,116,3971,44,4,11,59,1.77
1319,Instagram,Reel/Short,Saturday,17,5,183.0,4407,1,108.34,158,4154,113,27,31,171,4.44
1320,Instagram,Video,Wednesday,2,11,190.0,14668,0,0.0,82,17351,405,48,42,495,3.16
1321,Instagram,Video,Monday,10,6,205.0,4037,0,0.0,144,2501,24,3,5,32,1.25
1322,Instagram,Video,Wednesday,17,1,17.0,6293,0,0.0,94,2799,50,3,15,68,2.35
1323,TikTok,Reel/Short,Tuesday,3,5,218.0,6146,0,0.0,148,4588,68,7,23,98,2.05
1324,Instagram,Video,Sunday,16,13,224.0,10029,0,0.0,76,12020,284,59,103,446,3.77
1325,TikTok,Image,Tuesday,17,7,290.0,2601,1,140.44,0,1838,36,5,12,53,3.18
1326,Facebook,Image,Sunday,4,7,248.0,14704,0,0.0,0,5042,36,7,5,48,1.09
1327,Instagram,Video,Wednesday,13,3,262.0,52682,0,0.0,19,50726,993,138,104,1235,2.54
1328,LinkedIn,Video,Thursday,9,5,62.0,15506,0,0.0,109,2557,20,3,3,26,0.99
1329,LinkedIn,Reel/Short,Tuesday,14,13,40.0,72798,1,53.57,168,8633,93,21,24,138,1.66
1330,Facebook,Image,Wednesday,0,4,197.0,57953,1,38.43,0,15666,190,24,55,269,1.62
1331,Twitter/X,Video,Monday,15,8,54.0,31429,0,0.0,78,14800,98,14,13,125,0.93
1332,LinkedIn,Reel/Short,Wednesday,10,7,36.0,14503,0,0.0,147,7635,86,18,20,124,1.86
1333,Instagram,Reel/Short,Wednesday,22,1,102.0,13694,1,22.63,66,16975,431,43,109,583,3.59
1334,TikTok,Video,Friday,19,11,47.0,30951,1,56.64,150,52960,1224,219,223,1666,3.04
1335,TikTok,Video,Tuesday,5,12,51.0,8683,0,0.0,50,6457,120,20,25,165,2.85
1336,LinkedIn,Video,Thursday,23,6,274.0,1684,1,94.12,109,783,11,1,1,13,1.83
1337,Instagram,Reel/Short,Thursday,21,6,67.0,22953,1,32.75,113,9515,282,25,107,414,4.59
1338,LinkedIn,Image,Friday,15,10,23.0,3849,0,0.0,0,408,2,0,0,2,0.87
1339,Instagram,Reel/Short,Sunday,1,13,105.0,4636,0,0.0,125,2000,46,5,11,62,3.68
1340,Instagram,Carousel,Saturday,0,13,41.0,13363,0,0.0,0,9044,291,49,35,375,4.2
1341,Instagram,Carousel,Sunday,23,11,111.0,12032,0,0.0,0,5164,86,12,19,117,2.46
1342,Facebook,Image,Thursday,23,0,96.0,2826,0,0.0,0,774,5,0,0,5,0.95
1343,TikTok,Video,Wednesday,8,0,189.0,16027,0,0.0,59,16510,295,60,37,392,2.53
1344,LinkedIn,Video,Friday,21,11,220.0,38667,0,,171,13362,140,25,21,186,1.51
1345,LinkedIn,Image,Monday,11,3,32.0,3861,0,0.0,0,1206,6,1,0,7,0.75
1346,Facebook,Carousel,Tuesday,16,4,40.0,54161,0,0.0,0,20522,204,25,49,278,1.46
1347,Facebook,Reel/Short,Tuesday,14,14,22.0,2401,0,0.0,147,697,6,0,1,7,1.24
1348,Facebook,Carousel,Tuesday,18,3,200.0,137181,0,0.0,0,29073,242,43,90,375,1.35
1349,TikTok,Text,Wednesday,21,6,82.0,8498,0,0.0,0,2815,40,6,3,49,1.97
1350,Instagram,Image,Monday,9,2,171.0,15680,0,0.0,0,3485,25,1,2,28,1.0
1351,TikTok,Video,Friday,11,6,94.0,1666,0,0.0,106,1657,41,4,12,57,3.25
1352,Twitter/X,Image,Friday,13,12,268.0,12477,1,62.14,0,7570,38,8,4,50,0.78
1353,Facebook,Carousel,Tuesday,8,7,212.0,17177,0,,0,5736,32,4,2,38,0.78
1354,LinkedIn,Reel/Short,Monday,12,5,216.0,12151,1,486.04,163,5149,67,14,8,89,1.9
1355,Facebook,Carousel,Monday,2,5,275.0,7191,0,0.0,0,4521,43,4,13,60,1.43
1356,TikTok,Image,Monday,20,7,267.0,4716,0,0.0,0,2522,58,14,19,91,3.72
1357,TikTok,Video,Thursday,13,7,277.0,46331,0,0.0,91,22457,479,91,90,660,3.4
1358,Facebook,Carousel,Thursday,20,6,218.0,13820,1,379.25,0,7494,127,21,30,178,2.22
1359,Instagram,Video,Tuesday,9,5,68.0,72753,1,48.63,147,63717,1335,159,269,1763,2.8
1360,Twitter/X,Reel/Short,Monday,15,5,16.0,7486,1,152.75,86,4085,41,8,14,63,1.5
1361,TikTok,Reel/Short,Saturday,6,9,214.0,8281,1,19.5,106,11800,343,46,27,416,3.81
1362,Instagram,Carousel,Monday,3,10,178.0,32766,0,0.0,0,7981,75,14,25,114,1.53
1363,Twitter/X,Video,Friday,19,12,260.0,2241,0,0.0,28,1029,12,1,1,14,1.72
1364,Twitter/X,Image,Friday,22,12,105.0,3516,0,0.0,0,751,6,0,1,7,1.08
1365,LinkedIn,Image,Tuesday,10,5,20.0,44677,0,0.0,0,17675,96,17,11,124,0.71
1366,Instagram,Video,Saturday,15,7,201.0,3680,0,0.0,53,4494,79,7,22,108,2.62
1367,LinkedIn,Video,Monday,19,0,262.0,1806,1,15.53,86,537,5,0,1,6,1.33
1368,TikTok,Carousel,Sunday,3,4,248.0,104336,1,102.31,0,37736,1047,80,243,1370,4.05
1369,Instagram,Carousel,Saturday,21,2,253.0,2883,0,0.0,0,1705,21,3,5,29,1.61
1370,Instagram,Image,Tuesday,21,11,109.0,16358,0,0.0,0,5361,92,19,23,134,2.43
1371,TikTok,Video,Friday,22,7,186.0,14414,0,0.0,175,9149,149,16,40,205,2.17
1372,Instagram,Image,Sunday,16,10,159.0,606,1,9.18,0,424,7,0,1,8,2.71
1373,TikTok,Image,Friday,12,5,291.0,9956,0,0.0,0,14789,343,55,64,462,3.23
1374,Facebook,Reel/Short,Thursday,10,13,173.0,21878,1,12.23,18,10326,153,11,17,181,2.09
1375,Instagram,Image,Tuesday,2,1,51.0,19726,1,50.45,0,7146,81,11,15,107,1.59
1376,TikTok,Video,Tuesday,8,14,47.0,36093,0,0.0,114,16085,405,42,104,551,3.41
1377,Facebook,Image,Monday,5,12,225.0,8723,0,0.0,0,1830,11,1,2,14,0.8
1378,Twitter/X,Reel/Short,Monday,21,6,5.0,29253,0,0.0,70,9797,78,5,19,102,1.05
1379,Facebook,Carousel,Thursday,20,6,204.0,6258,1,92.34,0,4657,40,3,7,50,1.36
1380,Twitter/X,Image,Sunday,10,12,148.0,2831,0,0.0,0,396,3,0,0,3,1.22
1381,Instagram,Carousel,Wednesday,15,4,32.0,3205,1,49.94,0,3640,58,10,11,79,2.59
1382,Facebook,Text,Saturday,18,7,282.0,2674,0,0.0,0,896,1,0,0,1,0.26
1383,TikTok,Reel/Short,Wednesday,4,13,45.0,40560,1,158.39,103,42791,1898,179,290,2367,5.71
1384,Instagram,Image,Wednesday,13,4,151.0,2524,0,0.0,0,1517,22,4,6,32,2.36
1385,LinkedIn,Reel/Short,Tuesday,16,0,182.0,18059,0,0.0,147,9284,50,9,13,72,0.7
1386,Facebook,Reel/Short,Saturday,2,8,171.0,9971,1,108.79,104,5799,106,10,32,148,2.42
1387,LinkedIn,Reel/Short,Tuesday,3,3,127.0,11933,1,35.67,133,3645,42,7,8,57,1.65
1388,Instagram,Carousel,Saturday,15,12,78.0,59872,1,150.18,0,29063,690,121,127,938,3.59
1389,TikTok,Carousel,Friday,15,1,243.0,8248,0,0.0,0,10340,202,15,40,257,2.88
1390,Facebook,Video,Tuesday,20,3,253.0,26180,1,96.84,26,10845,119,13,17,149,1.39
1391,Instagram,Text,Tuesday,3,13,267.0,13923,1,3.69,0,4585,31,4,8,43,1.07
1392,Instagram,Carousel,Tuesday,18,12,256.0,11302,0,0.0,0,7376,110,19,36,165,2.1
1393,Instagram,Carousel,Sunday,16,8,115.0,167705,1,33.63,0,50087,1101,140,134,1375,3.57
1394,Twitter/X,Video,Thursday,12,1,184.0,2736,0,0.0,124,772,8,1,2,11,1.72
1395,Facebook,Text,Tuesday,21,3,192.0,55162,1,273.03,0,9064,144,22,43,209,2.11
1396,TikTok,Reel/Short,Monday,22,1,211.0,27502,0,0.0,110,34838,584,77,61,722,2.54
1397,Facebook,Image,Monday,23,4,238.0,7883,1,139.36,0,2689,26,2,4,32,1.25
1398,Instagram,Reel/Short,Saturday,0,2,28.0,80197,0,0.0,108,104600,1932,188,615,2735,2.64
1399,Twitter/X,Carousel,Friday,11,9,30.0,1749,0,0.0,0,852,9,1,3,13,1.64
1400,LinkedIn,Reel/Short,Thursday,3,1,222.0,7525,0,,169,1703,11,1,2,14,1.07
1401,Instagram,Video,Sunday,10,13,14.0,3535,0,0.0,53,3070,65,10,4,79,2.7
1402,Instagram,Video,Saturday,4,8,21.0,21021,0,0.0,63,22566,374,72,41,487,2.61
1403,Instagram,Reel/Short,Monday,1,4,249.0,3926,0,0.0,142,3949,72,7,17,96,2.59
1404,LinkedIn,Image,Thursday,16,9,210.0,21512,1,1.33,0,7099,37,6,4,47,0.79
1405,LinkedIn,Reel/Short,Thursday,7,4,262.0,10882,1,23.15,89,5904,49,3,5,57,1.24
1406,Facebook,Video,Friday,5,0,116.0,7884,1,203.83,25,1366,17,2,5,24,1.8
1407,TikTok,Carousel,Thursday,20,5,209.0,20486,1,208.36,0,26564,813,140,222,1175,4.18
1408,TikTok,Video,Tuesday,8,12,31.0,9941,0,0.0,77,5708,124,17,43,184,3.45
1409,Twitter/X,Carousel,Thursday,12,6,75.0,4033,0,0.0,0,2086,30,5,3,38,2.1
1410,TikTok,Video,Friday,10,0,180.0,291125,0,0.0,80,156450,2276,443,269,2988,1.92
1411,Instagram,Image,Saturday,15,8,206.0,7817,0,0.0,0,7704,101,16,31,148,1.92
1412,Instagram,Image,Friday,15,7,252.0,1165,1,27.16,0,683,6,0,2,8,1.6
1413,Instagram,Image,Sunday,1,11,122.0,5290,0,0.0,0,4230,64,8,20,92,2.28
1414,Instagram,Reel/Short,Friday,9,13,13.0,3314,1,7.91,138,3977,62,4,24,90,2.44
1415,Twitter/X,Reel/Short,Monday,11,13,90.0,33148,0,0.0,113,24779,257,45,91,393,1.66
1416,TikTok,Video,Tuesday,7,7,27.0,19030,1,56.02,67,21550,554,108,126,788,3.81
1417,Instagram,Text,Monday,10,6,244.0,20714,0,0.0,0,3738,11,1,1,13,0.42
1418,Instagram,Video,Saturday,9,4,77.0,8892,0,0.0,173,10675,177,37,47,261,2.71
1419,Facebook,Carousel,Wednesday,12,2,31.0,9825,1,76.61,0,6220,72,13,17,102,1.63
1420,TikTok,Reel/Short,Saturday,16,14,85.0,8883,0,0.0,6,11211,358,60,52,470,4.0
1421,Facebook,Reel/Short,Tuesday,6,11,88.0,12218,1,55.46,148,10789,133,12,34,179,1.56
1422,Twitter/X,Video,Thursday,23,13,203.0,33485,0,0.0,133,8792,117,21,10,148,1.75
1423,Instagram,Text,Friday,2,8,47.0,19335,0,0.0,0,4398,40,7,12,59,1.42
1424,Instagram,Image,Wednesday,19,13,267.0,23158,1,25.97,0,17806,320,41,29,390,2.98
1425,TikTok,Reel/Short,Tuesday,12,6,96.0,23144,0,0.0,56,38993,1383,268,269,1920,4.63
1426,TikTok,Image,Monday,18,10,88.0,35344,1,39.27,0,28952,451,107,164,722,2.55
1427,Instagram,Carousel,Friday,6,9,139.0,18342,0,0.0,0,14511,169,28,17,214,1.82
1428,TikTok,Carousel,Saturday,8,9,285.0,19825,0,0.0,0,15848,371,70,80,521,3.3
1429,Twitter/X,Carousel,Monday,18,7,63.0,49399,0,0.0,0,26834,204,24,26,254,1.2
1430,TikTok,Image,Tuesday,12,13,245.0,6428,0,0.0,0,8316,252,30,75,357,3.96
1431,Facebook,Reel/Short,Tuesday,21,5,102.0,5211,0,0.0,75,1951,28,2,8,38,1.95
1432,Twitter/X,Image,Saturday,7,11,66.0,3624,0,0.0,0,1740,18,2,5,25,1.39
1433,Facebook,Carousel,Wednesday,21,13,268.0,16337,0,0.0,0,12476,258,33,76,367,2.71
1434,LinkedIn,Image,Saturday,17,10,117.0,1738,1,36.23,0,510,3,0,0,3,0.92
1435,Instagram,Video,Thursday,22,13,150.0,22211,1,14.77,118,12028,223,35,26,284,2.49
1436,Instagram,Carousel,Monday,1,4,220.0,11847,0,0.0,0,2400,40,3,6,49,2.54
1437,Facebook,Video,Wednesday,17,14,260.0,46541,0,0.0,118,31324,441,33,89,563,1.92
1438,LinkedIn,Image,Friday,17,7,262.0,6379,0,0.0,0,1389,7,1,1,9,0.84
1439,Instagram,Image,Sunday,10,2,198.0,10682,0,0.0,0,5648,71,8,19,98,1.7
1440,LinkedIn,Video,Thursday,0,11,18.0,45909,0,0.0,100,12180,103,10,12,125,1.07
1441,TikTok,Text,Wednesday,13,12,107.0,61172,0,0.0,0,32458,469,58,58,585,2.38
1442,Instagram,Reel/Short,Sunday,15,12,249.0,6322,1,19.61,38,7578,138,18,32,188,2.95
1443,LinkedIn,Image,Sunday,10,6,249.0,16316,1,20.25,0,7195,47,5,6,58,1.05
1444,Facebook,Video,Monday,0,1,272.0,18469,0,0.0,161,7387,62,8,17,87,1.22
1445,TikTok,Image,Tuesday,6,2,228.0,20151,0,0.0,0,17609,284,60,71,415,2.45
1446,Instagram,Image,Friday,15,14,224.0,10008,1,86.23,0,7947,146,13,38,197,2.42
1447,LinkedIn,Carousel,Saturday,13,12,221.0,54694,0,0.0,0,16956,126,21,11,158,1.08
1448,TikTok,Carousel,Monday,14,11,8.0,1671,1,22.15,0,552,7,0,2,9,2.03
1449,TikTok,Image,Thursday,13,14,40.0,8406,1,45.11,0,11645,137,15,9,161,1.59
1450,LinkedIn,Image,Sunday,20,1,182.0,21866,0,0.0,0,10878,66,8,11,85,0.91
1451,Facebook,Image,Thursday,10,4,261.0,22091,0,0.0,0,10538,101,21,28,150,1.43
1452,Twitter/X,Reel/Short,Sunday,15,6,21.0,59162,1,123.98,160,11499,234,29,18,281,2.72
1453,TikTok,Reel/Short,Tuesday,18,10,203.0,49913,1,78.66,54,90020,3759,592,331,4682,5.52
1454,Twitter/X,Image,Tuesday,16,9,52.0,9758,0,0.0,0,3644,27,5,3,35,1.26
1455,Instagram,Image,Friday,5,10,66.0,55818,1,96.5,0,50448,726,74,192,992,2.29
1456,TikTok,Reel/Short,Saturday,10,10,73.0,6090,0,0.0,102,11153,306,68,109,483,4.28
1457,LinkedIn,Reel/Short,Friday,16,10,151.0,37196,0,0.0,151,24855,237,29,56,322,1.42
1458,LinkedIn,Video,Tuesday,8,14,166.0,97887,1,122.77,41,51171,693,57,179,929,2.06
1459,Instagram,Image,Tuesday,17,9,231.0,50839,1,110.62,0,9249,158,17,25,200,2.33
1460,LinkedIn,Image,Thursday,16,14,234.0,15008,0,0.0,0,6721,65,7,4,76,1.27
1461,Facebook,Carousel,Tuesday,11,14,182.0,9274,1,29.94,0,1578,18,1,1,20,1.84
1462,LinkedIn,Video,Wednesday,22,14,60.0,2486,0,0.0,177,1293,12,1,3,16,1.35
1463,Instagram,Image,Sunday,21,12,82.0,18799,0,0.0,0,10705,97,12,10,119,1.36
1464,LinkedIn,Carousel,Monday,21,13,274.0,3917,0,0.0,0,1799,20,3,7,30,1.61
1465,TikTok,Image,Tuesday,4,0,210.0,5583,0,0.0,0,1345,19,1,2,22,1.96
1466,Instagram,Text,Friday,10,12,285.0,3605,0,0.0,0,1811,14,2,3,19,1.06
1467,TikTok,Video,Saturday,3,9,232.0,8051,0,0.0,84,3354,40,4,15,59,1.91
1468,Facebook,Image,Sunday,3,8,243.0,12954,1,17.1,0,4894,43,8,8,59,1.43
1469,TikTok,Carousel,Sunday,2,0,292.0,18051,1,8.4,0,22500,410,68,111,589,2.51
1470,LinkedIn,Video,Saturday,23,0,86.0,6901,0,0.0,69,3364,16,1,2,19,0.73
1471,Twitter/X,Reel/Short,Saturday,22,13,254.0,43313,0,0.0,120,6699,46,4,8,58,1.09
1472,LinkedIn,Carousel,Sunday,16,14,197.0,10625,0,0.0,0,3198,25,2,3,30,1.29
1473,TikTok,Image,Wednesday,6,11,110.0,5616,1,12.45,0,1375,28,2,8,38,2.91
1474,Facebook,Text,Friday,3,9,193.0,17135,0,0.0,0,5051,26,2,4,32,0.8
1475,Facebook,Image,Wednesday,22,7,280.0,115833,0,0.0,0,76164,974,143,130,1247,1.6
1476,LinkedIn,Reel/Short,Tuesday,12,5,78.0,19315,0,0.0,77,11924,123,16,45,184,1.52
1477,TikTok,Video,Monday,11,5,14.0,8962,0,0.0,131,4620,76,12,13,101,2.58
1478,LinkedIn,Carousel,Saturday,0,11,127.0,2489,0,0.0,0,689,4,0,0,4,0.88
1479,LinkedIn,Image,Friday,20,8,220.0,10494,1,106.66,0,6366,35,7,13,55,0.85
1480,Facebook,Video,Saturday,18,14,294.0,17299,1,274.83,132,6808,208,19,36,263,4.37
1481,TikTok,Reel/Short,Wednesday,20,3,44.0,8722,0,0.0,34,11768,389,48,68,505,4.75
1482,Instagram,Reel/Short,Thursday,19,7,197.0,2138,0,0.0,98,1937,29,2,9,40,2.17
1483,Twitter/X,Image,Tuesday,17,3,131.0,5241,0,0.0,0,2474,19,1,2,22,1.06
1484,Instagram,Image,Monday,10,13,293.0,66170,1,176.65,0,60917,1025,185,154,1364,2.62
1485,Facebook,Reel/Short,Tuesday,19,1,75.0,64692,0,0.0,75,34441,500,76,86,662,1.86
1486,Facebook,Reel/Short,Thursday,2,10,141.0,5037,1,305.34,85,3412,58,9,14,81,2.28
1487,Facebook,Image,Monday,16,14,148.0,28002,0,0.0,0,11798,111,17,9,137,1.42
1488,LinkedIn,Video,Thursday,11,7,273.0,3653,0,0.0,115,865,7,1,1,9,1.32
1489,Facebook,Video,Tuesday,9,11,143.0,62614,0,0.0,48,19946,223,34,40,297,1.71
1490,Facebook,Reel/Short,Wednesday,7,6,56.0,17496,0,0.0,112,10176,112,16,16,144,1.67
1491,Instagram,Image,Sunday,14,3,21.0,37972,0,0.0,0,12753,172,18,43,233,1.9
1492,Facebook,Image,Tuesday,4,8,169.0,2025,0,0.0,0,1151,10,1,1,12,1.56
1493,Instagram,Text,Tuesday,3,14,17.0,28152,0,0.0,0,3919,40,5,8,53,1.33
1494,Instagram,Image,Tuesday,20,8,194.0,13247,0,0.0,0,4207,64,8,15,87,2.46
1495,Twitter/X,Video,Friday,19,7,268.0,34102,0,0.0,20,13521,142,22,20,184,1.6
1496,LinkedIn,Video,Thursday,18,13,225.0,36547,0,0.0,114,7193,69,7,11,87,1.55
1497,Twitter/X,Video,Thursday,20,0,108.0,14362,0,0.0,11,7096,59,12,7,78,1.29
1498,Facebook,Video,Saturday,3,6,202.0,6898,1,256.91,164,3071,64,12,5,81,2.73
1499,Facebook,Carousel,Thursday,14,4,173.0,31497,0,0.0,0,17964,124,14,29,167,0.96
1500,TikTok,Image,Saturday,16,6,153.0,12504,0,0.0,0,16057,225,46,64,335,2.18
1501,Twitter/X,Carousel,Friday,11,11,253.0,5115,0,0.0,0,2615,28,5,3,36,1.42
1502,Facebook,Reel/Short,Wednesday,2,8,260.0,4855,0,0.0,109,1450,13,2,3,18,1.26
1503,Instagram,Text,Saturday,9,1,46.0,2630,0,0.0,0,1700,8,1,2,11,0.7
1504,Facebook,Image,Tuesday,14,12,206.0,7621,1,10.77,0,2538,26,4,2,32,1.34
1505,Facebook,Image,Wednesday,9,13,,44934,0,0.0,0,17040,91,9,18,118,0.75
1506,Facebook,Image,Sunday,23,10,161.0,16246,0,0.0,0,6248,42,6,11,59,0.96
1507,Twitter/X,Video,Friday,22,3,290.0,7459,1,246.17,144,2096,28,5,2,35,2.04
1508,Twitter/X,Video,Thursday,17,3,286.0,32381,1,26.12,71,20743,163,31,52,246,1.22
1509,Twitter/X,Carousel,Saturday,0,1,242.0,5346,1,46.94,0,1678,20,2,7,29,1.73
1510,LinkedIn,Image,Tuesday,2,2,23.0,14837,1,183.1,0,4765,30,5,2,37,0.81
1511,TikTok,Image,Monday,20,10,57.0,10964,1,90.49,0,6106,147,18,43,208,3.36
1512,LinkedIn,Video,Sunday,11,13,89.0,31477,0,0.0,84,17094,184,16,29,229,1.38
1513,TikTok,Carousel,Monday,0,13,277.0,2356,0,0.0,0,2556,31,4,3,38,1.81
1514,Instagram,Image,Wednesday,2,12,217.0,5243,0,0.0,0,2244,41,7,8,56,2.5
1515,Instagram,Carousel,Thursday,2,7,108.0,2203,1,168.08,0,1842,42,8,3,53,3.16
1516,Instagram,Image,Monday,4,11,196.0,10041,1,82.32,0,7827,79,13,16,108,1.38
1517,Twitter/X,Reel/Short,Wednesday,18,8,181.0,50643,0,0.0,24,32944,454,31,33,518,1.89
1518,TikTok,Reel/Short,Friday,0,5,151.0,7661,0,0.0,150,8694,187,18,56,261,3.34
1519,Instagram,Image,Wednesday,3,9,85.0,7617,1,25.98,0,5087,56,5,13,74,1.76
1520,TikTok,Image,Sunday,3,1,197.0,34853,1,169.67,0,10941,166,12,29,207,1.91
1521,Instagram,Video,Wednesday,16,1,41.0,43278,0,0.0,88,38981,533,77,78,688,2.25
1522,TikTok,Image,Sunday,13,6,158.0,12119,1,189.27,0,11300,509,61,89,659,6.5
1523,Facebook,Carousel,Wednesday,17,7,134.0,28372,0,0.0,0,11208,94,8,11,113,1.24
1524,Instagram,Reel/Short,Tuesday,0,7,63.0,4086,0,0.0,8,5229,130,26,38,194,3.72
1525,Facebook,Carousel,Wednesday,21,13,228.0,60825,0,0.0,0,10501,114,16,13,143,1.44
1526,Instagram,Reel/Short,Saturday,15,5,253.0,141999,0,0.0,175,85122,1919,332,444,2695,3.01
1527,Instagram,Video,Wednesday,2,9,244.0,23702,0,0.0,88,7884,172,19,23,214,2.8
1528,Facebook,Image,Tuesday,22,7,297.0,1349,1,246.16,0,178,2,0,0,2,1.74
1529,TikTok,Text,Tuesday,20,13,291.0,7229,1,171.06,0,2611,40,4,8,52,2.17
1530,Twitter/X,Video,Friday,8,14,208.0,26215,1,66.35,75,18226,255,30,44,329,1.8
1531,Facebook,Carousel,Sunday,22,0,103.0,8403,0,0.0,0,2689,43,5,9,57,2.0
1532,Twitter/X,Image,Thursday,3,8,180.0,54144,0,0.0,0,22797,212,26,35,273,1.17
1533,LinkedIn,Image,Monday,20,12,266.0,25513,0,0.0,0,4187,32,5,9,46,1.03
1534,Instagram,Reel/Short,Monday,4,11,275.0,6141,0,0.0,172,5945,98,22,30,150,2.65
1535,Facebook,Image,Wednesday,10,0,147.0,13842,0,0.0,0,9222,102,16,26,144,1.83
1536,Instagram,Reel/Short,Friday,20,12,193.0,4997,0,0.0,137,3709,101,9,30,140,3.59
1537,Instagram,Reel/Short,Wednesday,8,2,276.0,10928,0,0.0,103,13829,224,42,63,329,2.12
1538,LinkedIn,Text,Monday,2,11,24.0,7258,1,4.73,0,2151,6,1,1,8,0.41
1539,Instagram,Carousel,Sunday,5,8,50.0,48641,0,0.0,0,40029,333,57,32,422,1.27
1540,Twitter/X,Carousel,Sunday,23,14,99.0,136983,1,48.04,0,41161,486,83,108,677,1.62
